流水號,料號,長度,管徑
243,2,4212,3
243,3,6000,3
243,4,6000,3
243,5,2872,3
243,6,2195,3
243,7,333,3
243,8,1177,3
243,9,552,3
244,10,100,0.5
244,11,300,3
244,12,176,1
244,13,300,4
244,14,76,0.75
244,15,100,0.75
244,16,200,3
245,1,322,3
245,2,3278,3
245,3,100,0.75
245,4,200,3
245,5,176,1
245,6,300,4
245,7,100,0.5
246,8,100,0.75
246,9,100,1
246,10,1441,1
246,11,800,3
246,12,1307,3
246,13,204,3
246,14,1532,3
246,15,6000,3
246,16,4372,3
246,17,3932,3
246,18,525,3
247,1,610,1
247,2,4249,1
247,3,100,0.75
247,4,100,1
247,5,4304,1
247,6,2784,1
247,7,1004,1
247,8,306,1
247,9,505,1
248,1,1556,1
248,2,3194,1
248,3,4304,1
248,4,100,1
248,5,100,0.75
248,6,3969,1
248,7,609,1
249,1,610,1
249,2,4545,1
249,3,5349,1
249,4,4004,1
249,5,804,1
249,6,511,1
250,1,512,1
250,2,1384,1
250,3,4004,1
250,4,5348,1
250,5,4084,1
250,6,609,1
251,1,226,4
251,2,5718,4
251,3,6000,4
251,4,2368,4
252,5,2180,4
252,6,100,1
252,7,2522,4
252,8,320,4
253,1,315,2
253,2,128,2
253,3,94,1
253,4,2272,4
254,5,2048,4
254,6,5650,4
254,7,3500,4
254,8,4988,4
254,9,226,4
255,1,129,4
255,2,100,1
255,3,200,4
255,4,100,0.5
255,5,2412,4
256,6,971,4
256,7,886,3
256,8,100,1
256,9,276,4
256,10,886,3
256,11,882,3
256,12,643,4
257,1,100,0.5
257,2,747,4
257,3,279,4
257,4,565,4
257,5,1394,6
257,6,172,6
257,7,719,6
258,8,6000,6
258,9,6000,6
258,10,6000,6
258,11,1240,6
258,12,100,0.75
258,13,126,6
259,1,100,0.5
259,2,747,4
259,3,301,4
260,1,6000,6
260,2,6000,6
260,3,747,6
260,4,16,6
260,5,1931,6
261,6,100,1
261,7,1108,6
261,8,387,6
261,9,100,1
261,10,1008,6
261,11,494,6
262,1,284,4
262,2,786,4
262,3,681,4
262,4,4196,4
262,5,4396,4
262,6,1141,4
263,7,493,4
263,8,6000,4
263,9,6000,4
263,10,2848,4
263,11,493,4
263,12,6000,4
264,13,100,0.75
264,14,3743,4
264,15,446,4
264,16,6000,4
264,17,6000,4
264,18,6000,4
265,19,100,0.75
265,20,6000,4
265,21,291,4
265,22,1646,4
265,23,2143,4
266,24,100,0.75
266,25,6000,4
266,26,5243,4
266,27,1646,4
266,28,2993,4
267,29,6000,4
267,30,6000,4
267,31,6000,4
267,32,100,0.75
267,33,1393,4
267,34,896,4
267,35,4146,4
267,36,493,4
268,1,2674,3
268,2,972,3
268,3,6000,3
268,4,6000,3
268,5,6000,3
268,6,2137,3
269,7,550,3
269,8,6000,3
269,9,3078,3
269,10,584,2
269,11,2503,2
269,12,2903,2
269,13,694,3
270,14,6000,3
270,15,2378,3
270,16,6000,3
270,17,4665,3
270,18,2272,3
270,19,6000,3
270,20,1250,3
271,21,6000,3
271,22,6000,3
271,23,6000,3
271,24,6000,3
271,25,6000,3
272,26,6000,3
272,27,100,1
272,28,6000,3
272,29,533,3
272,30,974,3
273,1,6000,4
273,2,6000,4
273,3,2178,4
273,4,612,2
273,5,5555,2
273,6,298,2
273,7,6000,4
274,8,6000,2
274,9,3318,2
274,10,6000,2
274,11,6000,2
274,12,1900,2
275,13,6000,2
275,14,6000,2
275,15,2674,2
275,16,100,1
275,17,722,2
276,18,6000,4
276,19,6000,4
276,20,63,4
276,21,2763,4
276,22,1646,4
276,23,6000,4
276,24,6000,4
276,25,6000,4
276,26,6000,4
276,27,100,0.75
276,28,1396,4
277,29,1646,4
277,30,6000,4
277,31,100,0.75
277,32,6000,4
277,33,596,4
277,34,1646,4
277,35,1093,4
278,36,6000,4
278,37,6000,4
278,38,6000,4
278,39,6000,4
278,40,6000,4
278,41,6000,4
278,42,100,0.75
278,43,1963,4
278,44,446,4
278,45,6000,4
278,46,6000,4
278,47,6000,4
278,48,6000,4
278,49,6000,4
279,50,5766,4
279,51,896,4
279,52,4148,4
279,53,6000,4
279,54,6000,4
279,55,6000,4
279,56,4055,4
279,57,1054,4
280,1,4062,2
280,2,3598,2
280,3,4486,2
280,4,1000,0.75
280,5,2409,0.75
280,6,1012,0.75
280,7,1829,0.75
280,8,1100,0.75
`280-1,9,2390,1
`280-1,10,1004,1
`280-1,11,340,1
`280-1,12,1087,1
281,1,651,3
281,2,1317,3
281,3,6000,3
281,4,321,3
281,5,1622,3
281,6,1120,3
281,7,2612,3
282,8,444,3
282,9,754,2
282,10,873,2
283,11,194,3
283,12,327,3
283,13,1312,3
283,14,670,3
283,15,256,3
283,16,353,3
284,17,100,0.75
284,18,200,3
285,1,625,1.5
285,2,1171,1.5
285,3,100,1.5
285,4,400,1.5
285,5,116,1.5
285,6,116,1.5
285,7,2186,1.5
285,8,1086,1.5
285,9,806,1.5
285,10,1586,1.5
285,11,158,1.5
286,1,413,1
286,2,6000,1
286,3,6000,1
286,4,6000,1
286,5,3960,1
286,6,6000,1
286,7,6000,1
286,8,3397,1
286,9,154,1
286,10,707,1
286,11,5900,1
286,12,91,1
287,13,1188,1
287,14,1654,1
287,15,654,1
287,16,304,1
287,17,789,1
287,18,840,1
287,19,173,1
287,20,6000,0.75
287,21,3649,0.75
287,22,145,0.75
288,1,1349,1
288,2,6000,1
288,3,2506,1
288,4,554,1
288,5,6000,1
288,6,1416,1
288,7,89,1
288,8,3468,1
289,1,6000,1
289,2,98,1
289,3,804,1
289,4,1304,1
289,5,804,1
289,6,1574,1
289,7,1269,1
290,1,90,1
290,2,584,1
290,3,218,1
291,1,635,1
291,2,1869,1
291,3,4454,1
291,4,3104,1
291,5,2868,1
292,1,635,1
292,2,1739,1
292,3,3554,1
292,4,754,1
292,5,3568,1
293,1,610,1
293,2,1399,1
293,3,4454,1
293,4,3596,1
293,5,2668,1
294,1,610,1
294,2,1399,1
294,3,6000,1
294,4,1155,1
295,1,610,1
295,2,1399,1
295,3,6000,1
295,4,1155,1
296,1,6000,1
296,2,3987,1
296,3,704,1
296,4,2259,1
296,5,2204,1
296,6,1297,1
296,7,2304,1
296,8,754,1
296,9,869,1
297,1,4555,1
297,2,2304,1
297,3,754,1
297,4,869,1
298,1,510,1
298,2,1774,1
298,3,6000,1
298,4,3005,1
299,1,913,1
299,2,1874,1
299,3,6000,1
299,4,1141,1
299,5,969,1
300,1,133,1
300,2,5043,1
300,3,1634,1
300,4,969,1
301,1,360,1
301,2,1791,1
301,3,6000,1
301,4,741,1
301,5,2887,1
301,6,104,1
301,7,354,1
301,8,1918,1
302,1,563,1
302,2,3584,1
302,3,4304,1
302,4,449,1
302,5,3468,1
303,1,563,1
303,2,1124,1
303,3,104,1
303,4,428,1
303,5,6000,1
303,6,641,1
303,7,969,1
304,1,1645,1
304,2,654,1
304,3,1689,1
304,4,6000,1
304,5,6000,1
304,6,4318,1
304,7,169,1
304,8,8,1
305,1,710,1
305,2,1991,1
305,3,6000,1
305,4,1255,1
306,1,584,2
306,2,100,0.75
306,3,1963,2
306,4,1348,2
306,5,2913,2
306,6,1363,2
306,7,965,2
307,8,4108,2
307,9,2673,2
307,10,3008,2
307,11,101,0.75
307,12,3060,2
307,13,86,2
307,14,1163,1
307,15,100,1
308,1,208,2
308,2,2868,2
308,3,1448,2
308,4,5780,2
308,5,6000,2
308,6,6000,2
308,7,6000,2
308,8,6000,2
308,9,5053,2
308,10,821,2
309,1,234,2
309,2,2463,2
309,3,2203,2
309,4,1330,2
309,5,75,0.75
309,6,75,0.75
309,7,75,0.75
309,8,1428,2
310,9,6000,2
310,10,1888,2
310,11,397,2
310,12,2302,2
310,13,5742,2
310,14,4772,2
310,15,4972,2
311,16,3357,2
311,17,1589,2
311,18,1233,2
311,19,6000,2
311,20,520,2
311,21,272,2
311,22,100,1
311,23,772,2
312,1,177,1
312,2,1774,1
312,3,630,1
312,4,1764,1
312,5,1549,1
313,1,177,1
313,2,1764,1
313,3,630,1
313,4,1774,1
314,1,1091,1
314,2,234,1
314,3,3564,1
314,4,193,1
314,5,2339,1
315,1,1056,1
315,2,434,1
315,3,3564,1
315,4,158,1
315,5,3024,1
316,1,1091,1
316,2,234,1
316,3,3564,1
316,4,193,1
316,5,2339,1
317,1,853,1
317,2,1764,1
317,3,1104,1
318,1,213,1
318,2,1059,1
318,3,2179,1
318,4,672,1
318,5,369,1
319,1,150,1
319,2,5890,4
319,3,493,4
319,4,1486,4
320,5,6000,4
320,6,6000,4
320,7,3673,4
320,8,2196,4
320,9,6000,4
320,10,6000,4
320,11,6000,4
320,12,2816,4
320,13,446,4
321,14,3166,4
321,15,996,4
321,16,1541,4
321,17,2846,4
321,18,1766,4
321,19,1318,4
321,20,1359,4
321,21,123,4
323,1,549,1
323,2,604,1
323,3,2583,2
323,4,172,2
323,5,491,2
323,6,148,2
323,7,1692,2
323,8,1198,2
323,9,1310,2
323,10,337,2
324,1,511,1
324,2,100,0.75
324,3,100,0.75
324,4,100,1
324,5,100,2
324,6,100,0.5
324,7,100,0.5
324,8,2769,2
325,9,538,2
325,10,1671,2
325,11,4348,2
325,12,2698,2
325,13,100,0.75
325,14,1798,2
325,15,558,2
326,1,485,1.5
326,2,164,1.5
326,3,2219,3
326,4,1090,3
326,5,1747,3
326,6,800,3
326,7,430,3
327,1,100,0.75
327,2,100,0.75
327,3,589,2
327,4,100,0.5
327,5,100,0.5
327,6,2167,3
328,7,722,3
328,8,272,3
328,9,4636,3
328,10,2672,3
328,11,100,0.75
328,12,1722,3
328,13,525,3
329,1,567,0.75
329,2,100,0.75
329,3,100,0.75
329,4,1744,0.75
329,5,2219,4
330,6,4112,0.75
330,7,262,0.75
330,8,292,0.75
330,9,662,0.75
330,10,662,0.75
330,11,804,0.75
`330-1,12,6000,4
`330-1,13,1365,4
`330-1,14,6000,4
`330-1,15,4038,4
`330-1,16,150,0.75
`330-1,17,150,0.75
`330-1,18,666,4
331,1,671,0.75
331,2,767,0.75
331,3,1052,0.75
331,4,6000,0.75
331,5,662,0.75
331,6,804,0.75
331,7,6000,2
332,8,66,2
332,9,100,1.5
332,10,9472,2
332,11,3400,2
332,12,6000,2
332,13,3365,2
332,14,2348,2
333,15,5700,2
333,16,6000,2
333,17,6000,2
333,18,3448,2
333,19,598,2
333,20,753,2
333,21,1348,2
334,22,1603,2
334,23,1088,2
334,24,2278,2
334,25,2998,2
334,26,1585,2
334,27,1565,2
334,28,1588,2
334,29,204,2
335,1,419,0.75
335,2,226,0.75
335,3,335,0.75
335,4,100,0.75
335,5,100,0.75
335,6,562,0.75
336,7,162,0.75
336,8,449,0.75
336,9,205,0.75
336,10,217,0.75
336,11,100,0.75
336,12,100,0.75
336,13,198,0.75
`336-1,14,443,0.75
`336-1,15,1342,0.75
`336-1,16,162,0.75
`336-1,17,427,0.75
`336-1,18,162,0.75
`336-1,19,6000,0.75
`336-1,20,2052,0.75
`336-1,21,717,0.75
`336-1,22,100,0.75
`336-1,23,670,0.75
337,1,956,1
337,2,705,1
337,3,6000,1
337,4,141,1
337,5,859,1
337,6,662,1
338,1,286,0.75
338,2,150,0.75
338,3,454,0.75
338,4,193,0.75
338,5,100,0.75
338,6,223,0.75
338,7,162,0.75
339,8,100,0.75
339,9,100,0.75
339,10,212,0.75
339,11,1274,0.75
339,12,162,0.75
339,13,177,0.75
339,14,205,0.75
339,15,644,0.75
340,1,473,3
340,2,1277,3
340,3,1527,3
340,4,1337,3
340,5,628,3
340,6,476,3
341,7,100,0.5
341,8,100,0.5
341,9,1370,3
341,10,100,0.75
341,11,334,3
342,12,383,2
342,13,100,0.75
342,14,1848,2
342,15,898,2
344,16,100,0.5
344,17,835,3
344,18,837,2
344,19,456,4
344,20,1166,4
345,21,100,3
345,22,166,1
345,23,300,4
345,24,1692,3
346,1,441,4
346,2,1201,4
346,3,1496,4
346,4,2198,4
346,5,358,4
346,6,1007,4
346,7,100,0.5
346,8,153,4
347,9,244,3
347,10,100,0.75
347,11,1972,3
347,12,838,3
347,13,100,0.75
347,14,301,4
348,15,100,0.5
348,16,166,1
348,17,1166,4
348,18,97,4
349,19,651,3
349,20,877,3
349,21,2062,4
349,22,320,4
349,23,1934,4
349,24,111,4
350,1,380,6
350,2,150,0.5
350,3,259,6
350,4,1510,3
350,5,1589,6
350,6,2747,6
350,7,642,6
351,8,1142,6
351,9,6000,6
351,10,1886,6
351,11,5406,6
351,12,1514,6
351,13,354,4
351,14,100,0.75
351,15,659,6
352,16,265,0.75
352,17,498,0.75
352,18,1112,0.75
352,19,1812,0.75
352,20,1062,0.75
352,21,762,0.75
352,22,1012,0.75
352,23,362,0.75
352,24,662,0.75
`352-1,25,175,0.75
`352-1,26,307,0.75
`352-1,27,114,0.75
`352-1,28,100,0.75
`352-1,29,100,0.75
`352-1,30,100,0.75
`352-1,31,662,0.75
`352-1,32,100,0.75
`352-1,33,282,0.75
353,1,510,1.5
353,2,100,0.5
353,3,100,0.5
353,4,892,6
353,5,2401,6
353,6,244,6
354,7,3360,6
354,8,878,6
354,9,4725,6
354,10,2312,6
354,11,342,6
354,12,3297,6
355,13,2643,6
355,14,6000,6
355,15,6000,6
355,16,6000,6
355,17,5463,6
355,18,1492,6
356,19,100,0.75
356,20,6000,6
356,21,6000,6
356,22,1442,6
356,23,1492,6
356,24,2723,6
356,25,6000,6
357,26,6000,6
357,27,6000,6
357,28,100,0.75
357,29,1433,6
357,30,742,6
357,31,4752,6
357,32,378,6
358,33,6000,6
358,34,6000,6
358,35,3583,6
358,36,188,6
358,37,2814,6
358,38,6000,6
359,39,378,6
359,40,4926,6
359,41,446,6
360,42,6000,6
360,43,1936,6
360,44,6000,6
360,45,6000,6
360,46,4831,6
361,47,6000,2
361,48,4544,2
361,49,1022,2
362,50,6000,6
362,51,6000,6
362,52,278,6
362,53,1492,6
362,54,6000,6
362,55,6000,6
362,56,2788,6
362,57,6000,6
362,58,3714,6
363,1,1863,6
363,2,742,6
363,3,6000,6
363,4,6000,6
363,5,6000,6
363,6,1167,6
363,7,378,6
364,8,6000,6
364,9,6000,6
364,10,2997,6
364,11,6000,4
364,12,2483,4
364,13,2196,4
365,14,498,2
365,15,1763,2
365,16,2903,2
365,17,4628,6
365,18,9,6
366,19,6000,4
366,20,1498,4
366,21,4060,4
366,22,6000,4
366,23,6000,4
366,24,6000,4
366,25,6000,4
366,26,3620,4
366,27,6000,4
366,28,5989,4
367,1,558,2
367,2,100,0.75
367,3,1223,2
367,4,1348,2
368,5,100,0.75
368,6,2478,2
368,7,1363,2
368,8,1388,2
368,9,6000,2
368,10,898,2
368,11,3103,2
369,1,323,3
369,2,1032,3
369,3,6000,3
369,4,3372,3
369,5,100,0.5
369,6,250,3
369,7,200,3
370,1,100,3
370,2,177,4
370,3,508,4
371,1,556,1
371,2,1214,1
371,3,4904,1
371,4,474,1
371,5,504,1
371,6,6000,1
371,7,2217,1
372,8,6000,1
372,9,4817,1
372,10,6000,1
372,11,492,1
372,12,100,0.75
372,13,973,1
373,1,506,0.75
373,2,782,0.75
373,3,3280,0.75
373,4,696,0.75
373,5,100,0.75
373,6,286,0.75
373,7,100,0.75
373,8,226,0.75
374,9,234,0.75
374,10,4057,0.75
374,11,1332,0.75
374,12,711,0.75
374,13,967,0.75
374,14,617,0.75
375,1,1622,0.75
375,2,162,0.75
375,3,6000,0.75
375,4,1217,0.75
375,5,696,0.75
375,6,100,0.75
375,7,118,0.75
376,8,268,0.75
376,9,226,0.75
376,10,231,0.75
376,11,6000,0.75
376,12,796,0.75
376,13,1312,0.75
376,14,827,0.75
376,15,192,0.75
377,1,473,3
377,2,100,0.75
377,3,2412,3
377,4,6000,3
377,5,599,3
377,6,170,3
377,7,379,3
377,8,100,0.75
377,9,334,3
378,10,826,3
378,11,100,0.5
378,12,441,4
378,13,194,4
379,14,259,4
379,15,1224,6
379,16,671,6
379,17,3345,4
379,18,6000,4
379,19,6000,4
379,20,1543,4
380,21,6000,4
380,22,6000,4
380,23,1240,4
380,24,3669,4
381,1,606,1.5
381,2,1476,1.5
381,3,3136,1.5
381,4,536,1.5
381,5,105,1.5
381,6,105,1.5
381,7,100,1.5
381,8,636,1.5
381,9,100,1.5
381,10,84,1.5
382,11,100,1.5
382,12,100,1
382,13,602,1.5
382,14,1155,1.5
382,15,2207,2
382,16,196,2
383,1,606,1.5
383,2,476,1.5
383,3,3136,1.5
383,4,121,1.5
383,5,106,1.5
383,6,132,1.5
383,7,549,1.5
383,8,100,1.5
383,9,83,1.5
383,10,100,1.5
384,11,100,1
384,12,515,1.5
384,13,1153,1.5
384,14,410,2
384,15,2389,2
384,16,111,2
384,17,197,2
385,1,606,1.5
385,2,1476,1.5
385,3,1736,1.5
385,4,536,1.5
385,5,121,1.5
385,6,104,1.5
385,7,100,1.5
385,8,642,1.5
385,9,100,1.5
385,10,85,1.5
386,11,100,1.5
386,12,100,1
386,13,608,1.5
386,14,1154,1.5
386,15,2497,2
386,16,192,2
387,1,573,2
387,2,1328,2
387,3,6000,2
387,4,2891,2
387,5,465,2
387,6,76,2
387,7,575,2
387,8,210,2
388,9,100,1
388,10,200,3
388,11,548,2
388,12,1317,2
389,1,573,2
389,2,1328,2
389,3,6000,2
389,4,2891,2
389,5,465,2
389,6,76,2
389,7,575,2
389,8,210,2
390,9,100,1
390,10,200,3
390,11,548,2
390,12,1317,2
391,1,248,2
391,2,5000,2
391,3,6000,2
391,4,6000,2
391,5,3620,2
392,6,610,2
392,7,3463,2
392,8,3798,2
392,9,698,2
392,10,3490,2
392,11,1898,2
393,12,6000,2
393,13,6000,2
393,14,4072,2
395,1,526,3
395,2,2397,3
395,3,6000,3
395,4,630,3
395,5,153,3
395,6,365,3
395,7,100,0.75
395,8,284,3
396,9,738,3
396,10,100,0.5
396,11,518,3
396,12,284,3
397,13,136,3
397,14,1572,3
397,15,786,3
397,16,4958,3
397,17,1162,3
397,18,550,3
397,19,6000,2
398,20,6000,2
398,21,6000,2
398,22,6000,2
398,23,4819,2
398,24,6000,2
398,25,1189,2
399,1,3569,2
399,2,598,2
399,3,100,0.75
399,4,6000,2
399,5,613,2
399,6,4098,2
400,7,100,0.75
400,8,2218,2
400,9,798,2
400,10,100,0.75
400,11,5398,2
400,12,798,2
400,13,100,0.75
400,14,6000,2
400,15,2202,2
400,16,646,2
400,17,2968,2
400,18,342,2
401,19,509,2
402,20,482,2
402,21,775,2
402,22,522,3
403,1,652,1.5
403,2,2806,1.5
403,3,100,0.75
403,4,136,1.5
403,5,932,1.5
403,6,124,1.5
403,7,100,1.5
403,8,168,1.5
403,9,100,1.5
403,10,100,1.5
404,11,178,2
404,12,1420,1.5
404,13,158,1.5
405,1,652,1.5
405,2,2806,1.5
405,3,100,0.75
405,4,136,1.5
405,5,932,1.5
405,6,124,1.5
405,7,100,1.5
405,8,158,1.5
405,9,1387,1.5
405,10,157,1.5
406,11,100,1.5
406,12,100,1.5
407,13,153,2
408,1,558,2
408,2,923,2
408,3,2848,2
408,4,3173,2
408,5,1886,2
409,1,506,0.75
409,2,882,0.75
409,3,3280,0.75
409,4,696,0.75
409,5,100,0.75
409,6,286,0.75
409,7,100,0.75
409,8,226,0.75
409,9,234,0.75
409,10,4806,0.75
409,11,1257,0.75
409,12,642,0.75
410,1,555,1
410,2,1714,1
410,3,2954,1
410,4,6000,1
410,5,6000,1
411,6,6000,1
411,7,6000,1
411,8,3103,1
411,9,4305,1
411,10,1123,1
412,1,706,0.75
412,2,1287,0.75
412,3,4780,0.75
412,4,696,0.75
412,5,136,0.75
412,6,250,0.75
412,7,100,0.75
412,8,226,0.75
412,9,234,0.75
412,10,4807,0.75
412,11,1682,0.75
412,12,562,0.75
413,1,706,0.75
413,2,1237,0.75
413,3,4780,0.75
413,4,696,0.75
413,5,136,0.75
413,6,250,0.75
413,7,100,0.75
413,8,226,0.75
413,9,234,0.75
413,10,4807,0.75
413,11,612,0.75
413,12,616,0.75
414,1,617,0.75
414,2,1937,0.75
414,3,2962,0.75
414,4,962,0.75
414,5,712,0.75
414,6,1612,0.75
414,7,300,0.75
415,1,148,2
415,2,2108,2
415,3,1448,2
415,4,5800,2
415,5,220,2
415,6,6000,2
415,7,6000,2
415,8,6000,2
415,9,6000,2
415,10,4634,2
415,11,1000,2
416,1,556,1
416,2,639,1
416,3,4454,1
416,4,3596,1
416,5,2668,1
417,1,913,1
417,2,1114,1
417,3,6000,1
417,4,1141,1
417,5,969,1
418,1,315,1
418,2,5154,1
418,3,1394,1
418,4,969,1
419,1,306,1
419,2,1031,1
419,3,6000,1
419,4,741,1
419,5,2887,1
419,6,304,1
419,7,254,1
419,8,1718,1
420,1,563,1
420,2,4124,1
420,3,4504,1
420,4,389,1
420,5,3268,1
421,1,563,1
421,2,584,1
421,3,354,1
421,4,307,1
421,5,6000,1
421,6,391,1
421,7,969,1
422,1,1885,1
422,2,654,1
422,3,1749,1
422,4,6000,1
422,5,6000,1
422,6,4078,1
422,7,169,1
422,8,8,1
423,1,656,1
423,2,1231,1
423,3,6000,1
423,4,1255,1
424,1,6000,1
424,2,6000,1
424,3,449,1
424,4,304,1
424,5,6000,1
424,6,1341,1
424,7,194,1
424,8,3419,1
425,1,539,1
425,2,6000,1
425,3,2241,1
425,4,754,1
425,5,2469,1
426,1,539,1
426,2,6000,1
426,3,2241,1
426,4,754,1
426,5,2469,1
427,1,231,1
427,2,154,1
427,3,972,1
427,4,4954,1
427,5,1373,1
427,6,158,1
428,1,100,1
428,2,200,1
428,3,904,1
428,4,131,1
428,5,587,1
428,6,100,0.75
428,7,95,1
428,8,79,1
428,9,100,0.75
429,10,100,1
429,11,464,1
429,12,300,1
429,13,203,1
429,14,315,1
430,1,231,0.75
430,2,4396,0.75
430,3,100,0.75
430,4,2784,0.75
430,5,1062,0.75
430,6,3587,0.75
431,7,100,0.75
431,8,250,0.75
431,9,100,0.75
431,10,100,0.75
431,11,464,0.75
431,12,100,0.75
431,13,276,0.75
431,14,100,0.75
431,15,117,0.75
432,1,231,0.75
432,2,4396,0.75
432,3,3195,0.75
432,4,312,0.75
432,5,100,0.75
432,6,1467,0.75
432,7,1881,0.75
432,8,100,0.75
432,9,100,0.75
433,10,100,0.75
433,11,100,0.75
433,12,592,0.75
433,13,100,0.75
433,14,1337,0.75
433,15,1329,0.75
433,16,1211,0.75
433,17,3198,0.75
433,18,463,0.75
434,1,148,2
434,2,1723,2
434,3,2203,2
434,4,1680,2
434,5,1728,2
434,6,6000,2
435,7,2168,2
435,8,747,2
435,9,2582,2
435,10,5462,2
435,11,4544,2
435,12,100,2
436,13,4972,2
436,14,3117,2
436,15,1828,2
436,16,973,2
436,17,5940,2
436,18,1472,2
437,1,1038,1.5
437,2,845,1.5
437,3,584,1.5
437,4,2197,1.5
437,5,686,1.5
437,6,135,1.5
437,7,623,1.5
437,8,90,0.75
437,9,81,1.5
437,10,686,1.5
438,11,100,1.5
438,12,100,0.5
438,13,100,1.5
438,14,160,1.5
438,15,160,1.5
439,16,100,0.5
439,17,236,1.5
439,18,178,1.5
439,19,250,1.5
439,20,235,1.5
439,21,250,1.5
440,1,177,1
440,2,2014,1
440,3,630,1
440,4,1184,1
440,5,1334,1
441,1,177,1
441,2,1184,1
441,3,630,1
441,4,2079,1
442,1,1091,1
442,2,2984,1
442,3,193,1
442,4,2644,1
443,1,1056,1
443,2,194,1
443,3,2984,1
443,4,158,1
443,5,2809,1
444,1,1091,1
444,2,2984,1
444,3,193,1
444,4,2644,1
445,1,853,1
445,2,1184,1
445,3,889,1
446,1,213,1
446,2,799,1
446,3,2179,1
446,4,672,1
446,5,369,1
447,1,100,0.75
447,2,100,0.75
447,3,100,0.75
447,4,459,4
448,5,100,0.5
448,6,100,0.5
448,7,280,4
448,8,450,3
449,1,333,1
449,2,100,1
449,3,186,4
450,4,100,1
450,5,100,1
450,6,100,0.5
450,7,100,1
450,8,208,4
451,9,145,1
451,10,336,1
451,11,204,4
451,12,133,4
451,13,2079,4
451,14,1976,4
452,15,109,4
452,16,6000,4
452,17,6000,4
452,18,5680,4
452,19,501,4
452,20,3146,4
452,21,6000,4
452,22,6000,4
452,23,6000,4
452,24,100,0.75
452,25,1366,4
452,26,1196,4
452,27,2566,4
452,28,446,4
453,29,6000,4
453,30,6000,4
453,31,2251,4
453,32,6000,4
453,33,100,0.75
